BUENOS AIRES;B;AZUL;30;930000378;TAVERNA;MITRE 00807;AZUL;7300
BUENOS AIRES;B;AZUL;30;930010690;TORRES;25 DE MAYO 00197;DAIREAUX;6555
BUENOS AIRES;B;AZUL;30;930200451;TOSTLONG;MITRE 00787;GRAL LAMAD;7406
BUENOS AIRES;B;AZUL;30;930010131;TRAVERSO;ROCA 00491;DAIREAUX;6555
BUENOS AIRES;B;AZUL;30;930200246;URBINA;FLORIDA 00484;HENDERSON;6465
BUENOS AIRES;B;AZUL;30;930000503;URRUTIA;COLON 00942;AZUL;7300
BUENOS AIRES;B;AZUL;30;930010144;VICENTE;PELLEGRINI 00341;DAIREAUX;6555
BUENOS AIRES;B;AZUL;30;930000456;VINCIGUERRA;ALVEAR Y ENTRE RIO 00000;AZUL;7300
BUENOS AIRES;B;AZUL;30;930200870;VOLZONE;CORONEL SUAREZ 00053;RAUCH;7203
BUENOS AIRES;B;BAHIA BLANCA;5;905200599;12 DE OCTUBRE;12 DE OCTUBRE 00642;B BLANCA;8000
BUENOS AIRES;B;BAHIA BLANCA;5;905201040;ADRIAN GARNERO;ESPAQA 00020;C PATAGONE;8504
BUENOS AIRES;B;BAHIA BLANCA;5;905202530;ALIANZA MARIA PASTEUR FCA;ALSINA 00110;B BLANCA;8000
BUENOS AIRES;B;BAHIA BLANCA;5;905201843;ALMADA;THOMPSON 00198;BAHIA BLAN;8000
BUENOS AIRES;B;BAHIA BLANCA;5;905003283;ALSINA SCS;ALSINA 00702;BAHIA BLAN;8000
BUENOS AIRES;B;BAHIA BLANCA;5;905200414;ALTO PATAGONIA S.C.S;SARMIENTO 04114;B BLANCA;8000
BUENOS AIRES;B;BAHIA BLANCA;5;905201346;ALVAREZ CORREA;BUSTAMANTE 00390;MEDANOS;8132
BUENOS AIRES;B;BAHIA BLANCA;5;905202792;AMERICANA;CIUDAD DE RODEZ 00402;PIGÜE;8170
BUENOS AIRES;B;BAHIA BLANCA;5;905002211;ANDREOLI;VIEYTES 02367;BAHIA BLAN;8000
BUENOS AIRES;B;BAHIA BLANCA;5;905201159;ANTINORI;SAN MARTIN 00577;TORNQUIST;8160
BUENOS AIRES;B;BAHIA BLANCA;5;905002272;ANZUINELLI;AVDA JUAN MANUEL 00953;MAYOR BURA;8146
BUENOS AIRES;B;BAHIA BLANCA;5;905201271;AOSTRI;MITRE 00417;PIGUE;8170
BUENOS AIRES;B;BAHIA BLANCA;5;905200340;APUD;CORDOBA 00146;RIVERA;6441
BUENOS AIRES;B;BAHIA BLANCA;5;905201053;ARGENTINA;ROCA Y RIVADAVIA 00000;CNEL ROSAL;8109
BUENOS AIRES;B;BAHIA BLANCA;5;905200973;ARGENTINA;COLON 00200;TRES ARROY;7500
BUENOS AIRES;B;BAHIA BLANCA;5;905202482;ASOC MUT DE LA AMBB;GORRITI 00520;BAHIA BLAN;8000
BUENOS AIRES;B;BAHIA BLANCA;5;905202434;ASOC MUT MEDICA;GORRITI 00510;BAHIA BLAN;8000
BUENOS AIRES;B;BAHIA BLANCA;5;905003331;ASOC MUT MERCANTIL BS AS;SAN MARTIN 00259;CNEL PRING;7530
BUENOS AIRES;B;BAHIA BLANCA;5;905202731;ASTRAL SCS;AV COLON 00578;BAHIA BLAN;8000
BUENOS AIRES;B;BAHIA BLANCA;5;905202604;AUSILI;HUMBERTO 00780;PUNTA ALTA;8109
BUENOS AIRES;B;BAHIA BLANCA;5;905200769;AUSTRAL S.C.S.;TTE FARIAS 00651;BAHIA BLAN;8000
BUENOS AIRES;B;BAHIA BLANCA;5;905002150;AVENIDA;AVENIDA ALEM 00201;BAHIA BLAN;8000
BUENOS AIRES;B;BAHIA BLANCA;5;905200790;BAHIA BLANCA;ZAPIOLA 01260;BAHIA BLAN;8000
BUENOS AIRES;B;BAHIA BLANCA;5;905002565;BARI;BARAJA 00493;C DE PATA;8504
BUENOS AIRES;B;BAHIA BLANCA;5;905001061;BARRESI;MURATURE 01147;PUNTA ALTA;8109
BUENOS AIRES;B;BAHIA BLANCA;5;905000805;BARRUECO;L N ALEM Y C FREYR 00000;GUAMINI;6435
BUENOS AIRES;B;BAHIA BLANCA;5;905000526;BARTEL;VIEYTES 00060;COLONIA CA;8118
BUENOS AIRES;B;BAHIA BLANCA;5;905200428;BASILE;M CRESPO 00087;C PATAGONE;8504
BUENOS AIRES;B;BAHIA BLANCA;5;905000867;BASTARD;STEGMANN 00698;CNEL PRING;7530
BUENOS AIRES;B;BAHIA BLANCA;5;905002460;BATTELLOCCHI;ESPAÑA 00157;TORNQUIST;8160
BUENOS AIRES;B;BAHIA BLANCA;5;905002269;BEGUIRISTAIN;ITALIA 00547;BAHIA BLAN;8000
BUENOS AIRES;B;BAHIA BLANCA;5;905000063;BELLEI;CHICLANA 00137;BAHIA BLAN;8000
BUENOS AIRES;B;BAHIA BLANCA;5;905001851;BELLERA;MONTEVERDE 00154;TRES LOMAS;6409
BUENOS AIRES;B;BAHIA BLANCA;5;905202652;BENEYTE;ZELARRAYAN 01057;BAHIA BLAN;8000
BUENOS AIRES;B;BAHIA BLANCA;5;905201611;BERNARDI;ROCA 00398;SALDUNGARA;8166
BUENOS AIRES;B;BAHIA BLANCA;5;905202172;BERRUETE;ARMADA ARGENTINA 00449;COPETONAS;7511
BUENOS AIRES;B;BAHIA BLANCA;5;905002439;BERTINO;LAVALLE 00497;CORONEL SU;7540
BUENOS AIRES;B;BAHIA BLANCA;5;905202081;BLANCHET;TENIENTE FARIAS 00331;BAHIA BLAN;8000
BUENOS AIRES;B;BAHIA BLANCA;5;905201796;BLANCO PIZARRO;ROCA 00740;GARRE;6417
BUENOS AIRES;B;BAHIA BLANCA;5;905202107;BOLLETA;3 PICOS E/ZORZAL Y 00000;VILLA VENT;8168
BUENOS AIRES;B;BAHIA BLANCA;5;905202050;BOT DE FARMACIA GOYENA;SERAFINA BASCOY 00233;GOYENA;8175
BUENOS AIRES;B;BAHIA BLANCA;5;905202758;BOT SAN FRANCISCO DE BELLOCQ;CALLE 18 00565;SAN FRANCI;7505
BUENOS AIRES;B;BAHIA BLANCA;5;905002548;BOTIQUIN FARMACEUTIC;MORENO 00000;FELIPE SOL;8129
BUENOS AIRES;B;BAHIA BLANCA;5;905201703;BOTIQUIN FARMACEUTICO;CACIQUE PINCEN 00175;17 DE AGOS;8225
BUENOS AIRES;B;BAHIA BLANCA;5;905002473;BOUGHEN;BROWN 00824;BAHIA BLAN;8000
BUENOS AIRES;B;BAHIA BLANCA;5;905202635;BRASCHI;CORRIENTES 00293;BAHIA BLAN;8000
BUENOS AIRES;B;BAHIA BLANCA;5;905201071;BRASIL DEL SUD SCS;TUCUMAN 01397;BAHIA BLAN;8000
BUENOS AIRES;B;BAHIA BLANCA;5;905202391;BURATOVICH;SARMIENTO 01054;B BLANCA;8146
BUENOS AIRES;B;BAHIA BLANCA;5;905002612;BUSILACCHI;LAINEZ 01801;BAHIA BLAN;8000
BUENOS AIRES;B;BAHIA BLANCA;5;905001043;BUSSINELLI;SAAVEDRA 00036;PUNTA ALTA;8109
BUENOS AIRES;B;BAHIA BLANCA;5;905001956;CABRERA;LIBERTAD 00157;ALGARROBO;8136
BUENOS AIRES;B;BAHIA BLANCA;5;905201114;CAIOLA;NECOCHEA 00795;B BLANCA;8000
BUENOS AIRES;B;BAHIA BLANCA;5;905201206;CALVO;ZUBILLAGA 00175;GUAMINI;6435
