cod_agencia;cod_ugl;desc_agencia;direccion_agencia;x;y;es_ugl
290.010;29;BOCA DE ATENCION MORON SUR;BARADERO 1340 ;0,0000000000;0,0000000000;0
290.300;29;AGENCIA - MERLO;AVDA ARGENTINA 1245 ;0,0000000000;0,0000000000;0
290.302;29;AGENCIA MORENO;AVDA ALCORTA 2454 ;0,0000000000;0,0000000000;0
300.000;30;UGL XXX - AZUL;SAN MARTÍN Esq URIBURU 500 ;-59,8627160000;-36,7787230000;1
300.002;30;AGENCIA LAS FLORES;SAN MARTIN 623 ;-59,0994000000;-36,0164505000;0
300.006;30;AGENCIA SALADILLO;MORENO  2971 ;-59,7794940000;-35,6378720000;0
300.008;30;AGENCIA ROQUE PEREZ;9 DE JULIO 1266 ;-59,3000000000;-35,4000000000;0
300.009;30;AGENCIA GENERAL ALVEAR;SAN MARTIN  679 ;-60,0138970000;-36,0213010000;0
300.010;30;AGENCIA TAPALQUE;PEDRO BLOY  105 ;-60,0229530000;-36,3553660000;0
300.050;30;AGENCIA CHILLAR;CORTAZAR  734 ;-59,9840710000;-37,3136560000;0
300.055;30;AGENCIA CACHARI;RIVADAVIA Y SARMIENTO S/N ;-59,5027940000;-36,3793830000;0
300.100;30;AGENCIA OLAVARRIA;DORREGO 2635 ;-60,3188000000;-36,8945000000;0
300.103;30;AGENCIA LAPRIDA;AVDA. PEDRO PEREYRA  1339 ;-60,7989420000;-37,5452830000;0
300.104;30;AGENCIA DAIREAUX;PELLEGRINI  389 ;-61,7458710000;-36,5992500000;0
300.105;30;AGENCIA SALAZAR;SARMIENTO  353 ;-62,2013530000;-36,3060820000;0
300.107;30;AGENCIA BOLIVAR;OLAVARRIA  262 ;-61,1119290000;-36,2290080000;0
300.153;30;AGENCIA GENERAL LAMADRID;MORENO  614 ;-61,2620900000;-37,2460110000;0
300.156;30;AGENCIA SIERRAS BAYAS;RIVADAVIA  2204 ;-60,1608900000;-36,9319870000;0
310.000;31;UGL XXXI - JUNIN;RODRIGUEZ 320 ;-60,9450719200;-34,5941102500;1
310.001;31;AGENCIA GENERAL PINTO;ALSINA 464 ;-61,8920370000;-34,7644260000;0
310.002;31;AGENCIA LINCOLN;MORENO 66 ;-61,5320030000;-34,8671660000;0
310.004;31;AGENCIA GENERAL VILLEGAS;ARENALES 368 ;-63,0333330000;-35,0333330000;0
310.005;31;AGENCIA GENERAL ARENALES;AVDA. ALVEAR 161 ;-61,3000000000;-34,3166670000;0
310.006;31;AGENCIA GENERAL VIAMONTE;COLIQUEO 130 ;-61,0372570000;-35,0017380000;0
310.007;31;AGENCIA VEDIA;LAVALLE 90 ;-61,5395130000;-34,3495823000;0
310.008;31;AGENCIA ROJAS;EVA PERON  (EX URUGUAY) 544 ;-60,7330300000;-34,1987060000;0
310.009;31;AGENCIA AMEGHINO;CALLE 5 ESQ. 24 S/N ;-62,4666810000;-34,8447330000;0
310.200;31;AGENCIA PERGAMINO;9 DE JULIO 850 ;-60,5732387800;-33,8962991200;0
310.206;31;AGENCIA COLON;CALE 47 759 ;-61,1029990000;-33,8956040000;0
310.300;31;AGENCIA SAN NICOLAS;MITRE 391                     381 ;-60,2223340000;-33,3334006000;0
310.301;31;AGENCIA RAMALLO;AVDA LIB. GRAL. SAN MARTIN 550 ;-60,0619800000;-33,4970470000;0
310.350;31;AGENCIA PEREZA MILLAN;SAN MARTIN 637 ;-60,1000000000;-33,7833330000;0
310.352;31;AGENCIA ROBERTS;SARMIENTO 1232 ;-61,7833330000;-34,9833330000;0
320.000;32;UGL XXXII - LUJAN;SAN MARTIN 508 ;-59,1167762000;-34,5615684300;1
320.001;32;AGENCIA SAN ANDRES DE GILES;25 de Mayo  401 ;-59,4479480000;-34,4444860000;0
320.002;32;AGENCIA GENERAL RODRIGUEZ;SARMIENTO  576 ;-58,9555590000;-34,6052550000;0
320.003;32;AGENCIA CABECERA MERCEDES;CALLE 25 ESQ. 16  346 ;-59,4304940000;-34,6547640000;0
320.004;32;AGENCIA PILAR;PEDRO LAGRAVE  342 ;-58,9093370612;-34,4573492653;0
320.005;32;AGENCIA SAN ANTONIO DE ARECO;ALVEAR  557 ;-59,4667000000;-34,2667000000;0
320.006;32;AGENCIA CABECERA MARCOS PAZ;ARISTOBULO DEL VALLE  2098 ;-58,8365540000;-34,7844660000;0
320.008;32;AGENCIA CAPILLA DEL SEÑOR;PADRE FAHY  408 ;-59,1041740000;-34,2908890000;0
320.010;32;AGENCIA NAVARRO;CALLE  NRO. 7 ESQ.26 92 ;-59,2768105745;-35,0025398673;0
320.011;32;AGENCIA GENERAL LAS HERAS;BELGRANO  66 ;-58,9482240000;-34,9262290000;0
320.012;32;AGENCIA GARIN;SARMIENTO  306 ;-58,7344160000;-34,4187700000;0
320.051;32;AGENCIA DEL VISO;LISANDRO DE LA TORRE 7031 ;-58,8142802245;-34,4391284694;0
320.100;32;AGENCIA ZARATE;19 DE MARZO 630 ;-59,0202750000;-34,1000070000;0
320.102;32;AGENCIA BARADERO;LAPRIDA  929 ;-59,5000000000;-33,8166670000;0
320.150;32;AGENCIA LIMA;CALLE  NRO. 12 490 ;-59,1958861429;-34,0467777551;0
320.252;32;AGENCIA DERQUI;SAN MARTIN  414 ;-58,8446650000;-34,4915250000;0
320.253;32;AGENCIA MAQUINISTA SAVIO;REPUBLICA DEL PARAGUAY 377 ;-58,7732000000;-34,4020307347;0
320.254;32;AGENCIA JAUREGUI;AVENIDA FLANDES 541 ;-59,1667000000;-34,6167000000;0
330.000;33;UGL XXXIII - TIERRA DEL FUEGO;AKANIK 587 ;-68,3385050000;-54,8140040000;1
330.001;33;AGENCIA RIO GRANDE;ESPORA  781 ;-67,6986800000;-53,7887620000;0
340.000;34;UGL XXXIV - CONCORDIA;TUCUMAN Esq.URQUIZA 67 ;-58,0143340000;-31,3883256700;1
340.001;34;AGENCIA GUALEGUAYCHU;AV. ROCAMORA 202 ;-58,5186770000;-33,0107770000;0
340.002;34;AGENCIA CONCEPCION DEL URUGUAY;SAN MARTIN  547 ;-58,2294950000;-32,4848410000;0
340.003;34;AGENCIA COLON;URQUIZA  308 ;-58,1384070000;-32,2222050000;0
340.050;34;AGENCIA FEDERAL;BELGRANO E IRIGOYEN S/N ;-58,7800560000;-30,9543150000;0
340.051;34;AGENCIA CHAJARI;SAN MARTIN 1038;-57,9808397347;-30,7613710204;0
340.052;34;AGENCIA VILLAGUAY;COLON Y CASTELLI S/N ;-59,0310040000;-31,8644560000;0
340.053;34;AGENCIA VILLA ELISA;SAN MARTIN  1188 ;-58,4015430000;-32,1656770000;0
340.054;34;AGENCIA SAN JOSE;MORENO  1470 ;-58,2196500000;-32,2172670000;0
340.055;34;AGENCIA  SAN JOSE DE FELICIANO;RIVADAVIA  286 ;-58,7520750000;-30,3832050000;0
340.056;34;AGENCIA SAN SALVADOR;RAMIREZ  74 ;-58,5060850000;-31,6233480000;0
340.057;34;AGENCIA URDINARDAIN;LIBERTAD 475 ;-58,8833330000;-32,6833330000;0
340.058;34;AGENCIA LARROQUE;JOSE VIRUE  213 ;-59,0166670000;-33,0500000000;0
340.059;34;AGENCIA FEDERACION;AV. ENTRE RIOS 27 ;-57,8833330000;-31,0000000000;0
340.060;34;AGENCIA BASAVILBASO;BARON HIRCH 279 ;-58,8666670000;-32,3666670000;0
340.061;34;AGENCIA SAN JAIME DE LA FRONTERA;REPÚBLICA ARGENTINA Y AV. CORRIENTES S/N ;-58,3000000000;-30,3500000000;0
340.062;34;AGENCIA GRAL CAMPOS;CONCEPCION DEL URUGUAY Y 25 DE MAYO S/N ;-58,4051690000;-31,5241360000;0
340.063;34;AGENCIA PARANACITO;AV. LA ALAMEDA 183 ;0,0000000000;0,0000000000;0
350.000;35;UGL XXXV - SAN JUSTO;PERU 2559 ;-58,5596428400;-34,6799734300;1
350.001;35;AGENCIA GONZALEZ  CATAN;JOSE LEON LARRE 367 ;-58,6005700000;-34,6972000000;0
350.002;35;AGENCIA ISIDRO CASANOVA;ASUNCION 5777 ;-58,5838900000;-34,7015800000;0
350.003;35;AGENCIA TAPIALES;BOULOGNE SUR MER 1508 ;-58,5042200000;-34,6997100000;0
350.004;35;AGENCIA GREGORIO DE LA FERRERE;MURGUIONDO 2939 ;-58,5833100000;-34,7494400000;0
350.005;35;AGENCIA RAMOS MEJIA;AV. DE MAYO 1270 ;-58,5632900000;-34,6530200000;0
360.000;36;UGL XXXVI - RIO CUARTO;ALVEAR 842 ;-64,3341411600;-33,1054585900;1
360.001;36;AGENCIA LABOULAYE;TOMAS SCOTT 18 ;-63,3833330000;-34,1166670000;0
360.002;36;AGENCIA HUINCA RENANCO;GUEMES 84 ;-64,3737710000;-34,8419500000;0
360.003;36;AGENCIA VICUÑA MACKENA;SARMIENTO 223 ;-64,3896500000;-33,9139650000;0
360.004;36;AGENCIA CORONEL MOLDES;09 DE JULIO 548 ;-64,5988870000;-33,6250190000;0
360.005;36;AGENCIA CANALS;BUENOS AIRES ESQ. ITALIA 0 ;-62,8815830000;-33,5618880000;0
360.050;36;AGENCIA SAMPACHO;LAMADRID Y 11 DE NOVIEMBRE 0 ;-64,7000000000;-33,3833330000;0
360.051;36;AGENCIA ELENA;SAN JUAN Y CONCEJAL SERENA 0 ;-64,3666670000;-32,5666670000;0
370.000;37;UGL XXXVII - QUILMES;ANDRES BARANDA 1265 ;-58,2670482041;-34,7280934082;1
370.300;37;AGENCIA QUILMES;LAVALLE 683 ;-58,2666000000;-34,7278000000;0
370.301;37;AGENCIA FLORENCIO VARELA;RIVADAVIA 33 ;-58,2254070000;-34,7519560000;0
370.302;37;AGENCIA BERAZATEGUI;CALLE 146 1253 ;-58,2128440000;-34,7614990000;0
370.303;37;AGENCIA SAN FRANCISCO SOLANO;CALLE 895 4552 ;-58,3024080000;-34,7890830000;0
370.304;37;AGENCIA EL CRUCE DE VARELA;AVENIDA HIPÓLITO YRIGOYEN 1213;-58,2716730000;-34,7858770000;0
370.305;37;AGENCIA HUDSON;CALLE 52 3125;-58,1864480000;-34,8072430000;0
370.306;37;AGENCIA BOSQUES;LUJAN 1420;-58,2265110000;-34,8272510000;0
380.000;38;UGL XXXVIII - CHIVILCOY;AV. VILLARINO  345 ;-60,0145990000;-34,8983540000;1
380.001;38;AGENCIA RIVADAVIA;GENERAL RODRIGUEZ 71 ;-60,1055200000;-34,0654900000;0
380.002;38;AGENCIA TRENQUE LAUQUEN;SAN MARTIN 80 ;-62,7355000000;-35,9682800000;0
380.003;38;AGENCIA 25 DE MAYO;CALLE 30 1004 ;-60,1731100000;-35,4295700000;0
380.004;38;AGENCIA NORBERTO DE LA RIESTRA;SARGENTO CABRAL  425 ;-59,7712500000;-35,2761200000;0
380.005;38;AGENCIA CHACABUCO;ZAPIOLA 177 ;-60,4657500000;-34,6417900000;0
380.006;38;AGENCIA 9 DE JULIO;AV. VEDIA 564 ;-60,8846100000;-35,4475300000;0
380.007;38;AGENCIA BRAGADO;BELGRANO 1238 ;-60,4898500000;-35,1148700000;0
380.008;38;AGENCIA PEHUAJO;GUTIERREZ 575 ;-61,8957500000;-35,8110100000;0
380.009;38;AGENCIA CARLOS CASARES;CECILIA BORJA 131 ;-61,3629000000;-35,6233600000;0
380.010;38;AGENCIA CARLOS TEJEDOR;SAN MARTIN Y GARRE 190 ;-62,4192400000;-35,3906800000;0
380.011;38;AGENCIA HENDERSON;ESPAÑA Y MORENO 607 ;-61,7185300000;-36,3003100000;0
380.012;38;AGENCIA FACUNDO QUIROGA;AV. SAN LUIS 569 ;-61,4245600000;-35,2813900000;0
380.013;38;AGENCIA MOQUEHUA;25 DE MAYO  116 ;-59,7666670000;-35,0833330000;0
380.014;38;AGENCIA ALBERTI;VERGARA 101 ;-60,2666670000;-35,0333330000;0
380.015;38;AGENCIA GENERAL O'BRIEN;RIVADAVIA 395 ;-60,7603600000;-34,9081400000;0
380.016;38;AGENCIA TRES ALGARROBOS;AV. JOSE BALBIANI  278 ;-62,7731400000;-35,1948400000;0
380.017;38;AGENCIA ARRECIFES;FRASCHERI 602 ;-62,9744600000;-35,4905900000;0
380.018;38;AGENCIA SALTO;SARMIENTO y MORENO S/Nº ;-60,2529400000;-34,2926800000;0
380.019;38;AGENCIA CAPITAN SARMIENTO;LOPEZ y PLANES 746 ;-59,7895100000;-34,1696000000;0
380.020;38;AGENCIA SAN PEDRO;25 DE MAYO  856 ;-59,6618400000;-33,6838200000;0
380.021;38;AGENCIA SANTA LUCIA;SAN MARTIN 154 ;-59,8758100000;-33,8807100000;0
380.022;38;AGENCIA CARMEN DE ARECO;SAN MARTIN 486 ;-59,8216820833;-34,3762166667;0
380.023;38;AGENCIA SUIPACHA;1 DE MAYO 250 ;-59,6851800000;-34,7734300000;0
