provincia;ugl;c_ugl;id_farm;nombre_farmacia;direccion;localidad;cp
CORDOBA;CORDOBA;3;99.025.066.004;FERROVIARIOS;FERROVIARIOS 01407;CORDOBA   ;X5000JVD
CORDOBA;CORDOBA;3;99.025.067.002;LORENZO;AARON CASTELLANOS 03254;CORDOBA   ;X5003ONW
;CORDOBA;3;99.025.069.008;FARMASOL;BV LOS INMIGRANTES 00173;SILVIO PEL;
CORDOBA;CORDOBA;3;99.025.205.008;FARMASOFF;CRISOL 00030;CORDOBA   ;X5000BLO
CORDOBA;CORDOBA;3;99.025.208.002;ARTIGAS;AV BELARDINELLI 04392;CORDOBA   ;X5003PDA
CORDOBA;CORDOBA;3;99.025.213.002;MONSERRAT;BARADERO 02780;CORDOBA   ;X5004HJC
;CORDOBA;3;99.025.273.006;FARMACITY 74 SUC IRIGOYEN;HIPOLITO IRIGOYEN 00384;CORODBA   ;
CORDOBA;CORDOBA;3;99.025.274.004;FARMACITY 75 SUC COLON 2;AV COLON 00709;CORDOBA   ;X5003DKY
;CORDOBA;3;99.025.307.002;GURRIERI;BELGRANO 01002;VILLA NUEV;
;CORDOBA;3;99.025.308.000;DE MAYO;AV TISSERA 04655;MENDIOLAZA;
;CORDOBA;3;99.025.845.001;LA CARLOTA;FRANCIA 01045;LA CARLOTA;
;CORDOBA;3;99.025.925.001;LIBERTAD;SARMIENTO 00284;CRUZ DEL E;
CORDOBA;CORDOBA;3;99.025.926.009;ALTA CORDOBA;ROQUE SAENZ PEÑA 01499;CORDOBA;X5003QTL
;CORDOBA;3;99.026.037.004;CAPDEVILA II;ESTRADA Y CATAMARC 00000;JESUS MARI;
;CORDOBA;3;99.026.064.008;CORNEJO;CALLE 5 00974;GRAL ORDOÑ;
;CORDOBA;3;99.026.103.004;ALOCHIS;FONTANA Y ALTE BR 00000;VILLA FONT;
CORDOBA;CORDOBA;3;99.026.145.005;ARAOZ PAPERA;FRAY LUIS BELTRAN 03027;CORDOBA   ;X5003KZB
CORDOBA;CORDOBA;3;99.026.146.003;FARMACITY 79 - CHACABUCO II;AV CHACABUCO 00079;CORDOBA   ;X5005DDC
;CORDOBA;3;99.026.147.001;UNION OBREROS Y EMPL MADERER;SUCRE 00174;CORDOBA   ;
CORDOBA;CORDOBA;3;99.026.148.009;ARCOS;CASEROS 04285;CORDOBA;X5005BYW
;CORDOBA;3;99.026.153.009;MARTHA ARIAS II;AV SAN MARTIN 02247;UNQUILLO;
CORDOBA;CORDOBA;3;99.026.164.006;FARMA NORTE;AV JAPON 00001;CORDOBA   ;X5004TCG
;CORDOBA;3;99.026.582.009;INDEPENDENCIA;BV ILLIA 00005;CORDOBA;
;CORDOBA;3;99.026.644.007;LUCAM;CIRCUNVALACION Y A 00000;CORDOBA   ;
;CORDOBA;3;99.027.227.000;CTRO EMPL COMERCIO COSQUIN;CORRIENTES 00635;COSQUIN   ;
;CORDOBA;3;99.027.230.004;NUEVO AMANECER;AV LAZCANO COLODRE 02551;CORDOBA   ;
CORDOBA;CORDOBA;3;99.027.233.008;FEDERICO;9 DE SEPTIEMBRE 01326;SAN FRANCI;X2400FVQ
;CORDOBA;3;99.027.360.009;CECILIA FENOCLIO;GENERAL ROCA 00307;VILLA ALLE;
;CORDOBA;3;99.027.361.007;DEL ROSARIO;SAN JUAN 01107;V DEL ROSA;
CORDOBA;CORDOBA;3;99.027.362.005;FATIMA;DIAZ DE LA FUENTE 02787;CORDOBA;X5000DVP
CORDOBA;CORDOBA;3;99.027.364.001;LUQUE II;MANUEL PARGA 03506;CORDOBA   ;X5003MBQ
;CORDOBA;3;99.027.367.004;FARMASIL;16 DE JULIO 00000;ARROYO SEC;
;CORDOBA;3;99.027.407.008;SAN JOSE OBRERO;BELGRANO 00280;VILLA MARI;
;CORDOBA;3;99.027.408.006;SANTA ROSA DE LIMA;SAN MIGUEL 00098;TIO PUJIO ;
;CORDOBA;3;99.027.436.007;FERGOM;AV SAN MARTIN 01160;VILLA DOLO;
;CORDOBA;3;99.027.465.006;RENATA RODRIGUEZ;FELIZIANO MAZIERI 00435;LAS PEÑAS ;
;CORDOBA;3;99.027.467.002;SAN MARTINO;BELGRANO 00099;JUSTINIANO;
;CORDOBA;3;99.027.471.004;CLEMEN;AV CARCANO 00331;CARLOS PAZ;
CORDOBA;CORDOBA;3;99.027.472.002;DI PASQUANTONIO III;ALTOLAGUIRRE 01701;CORDOBA   ;X5000KZF
CORDOBA;CORDOBA;3;99.027.473.000;MARINSALDA;LAPRIDA 01001;CORDOBA   ;X5000LGF
;CORDOBA;3;99.027.474.008;DE LA ESTACION MEJICO;AV MEJICO 00419;ALTA GRACI;
;CORDOBA;3;99.027.525.007;GHIOTTI;DEAN FUNES 00281;LAS VARILL;
CORDOBA;CORDOBA;3;99.027.535.006;HOMEOFARMA II;AV COLON 01185;CORDOBA   ;X5003DOG
;CORDOBA;3;99.027.540.006;VIEL;CLETO PEÑA LOC 4 00002;JESUS MARI;
;CORDOBA;3;99.027.545.005;SIND DE LOS EMPL DE COMERCIO;COLON 00043;DEAN FUNES;
;CORDOBA;3;99.027.546.003;GARCIA GOROJ;AV SUQUIA 00000;CAPILLA DE;
;CORDOBA;3;99.027.641.002;FARMACITY 86 SUC CERRO II;AV NUÑEZ 04418;CORDOBA   ;
;CORDOBA;3;99.027.706.003;ROSSETTI;R INTERMUNICIPAL Y 00000;MENDIOLAZA;
;CORDOBA;3;99.027.707.001;CASSINA CORRAL DE BUSTOS;CATAMARCA 00289;CORRAL DE ;
;CORDOBA;3;99.027.709.007;CENTRAL PILAR;9 DE JULIO 00836;PILAR     ;
;CORDOBA;3;99.027.710.005;ECOFARMA II;MARCOS JUAREZ 00584;VILLA NUEV;
CORDOBA;CORDOBA;3;99.027.737.008;FARMACITY 83 SUC ABRIL;27 DE ABRIL 00284;CORDOBA   ;X5001IGO
CORDOBA;CORDOBA;3;99.027.746.009;LIDER S.A. 526;AV GRAL PAZ 00526;CORDOBA   ;X5003ONQ
;CORDOBA;3;99.027.748.005;LUDUEÑA ZAKKA;UNIDAD NACIONAL 00383;VILLA ALLE;
CORDOBA;CORDOBA;3;99.027.752.007;FARMACITY SUC 88;AV PUEYRREDON 00060;CORDOBA   ;X5001DUQ
;CORDOBA;3;99.027.822.008;FARMA SUM;LARDIZABAL 00580;MARCOS SUA;
;CORDOBA;3;99.027.994.005;CONGRESO;CONGRESO 00409;SANTA ROSA;
;CORDOBA;3;99.027.995.002;DEL QUILLOVIL;J LUIS DE CABRERA 00780;VILLA MARI;
;CORDOBA;3;99.027.996.000;FARMACAR;AV VALPARAISO 02934;CORDOBA   ;
;CORDOBA;3;99.027.997.008;NOVARINO;AV ALONSO DE ERCIL 04792;CORDOBA   ;
CORDOBA;CORDOBA;3;99.027.999.004;SAN JOSE OBRERO;JOSE ISEAS 01555;CORDOBA   ;X5001BBH
CORDOBA;CORDOBA;3;99.028.004.002;ACHAVAL;AV SANTA ANA 04949;CORDOBA   ;X5002PUH
CORDOBA;CORDOBA;3;99.028.009.001;MARIANA ACHAVAL;AV DON BOSCO 04487;CORDOBA   ;X5003IUE
CORDOBA;CORDOBA;3;99.028.083.006;FARMACITY 90 SUC CASTRO BARR;CASTRO BARROS 00537;CORDOBA   ;X5004RYC
CORDOBA;CORDOBA;3;99.028.088.005;TRONADOR;AV TRONADOR 01992;CORDOBA   ;X5003CZN
;CORDOBA;3;99.028.096.008;MARONI;SAN MARTIN 00002;SALSIPUEDE;
;CORDOBA;3;99.028.112.003;VALERIA ASSUSA;BV SARMIENTO 00599;CARLOS PAZ;
;CORDOBA;3;99.028.117.002;VIGLIANCO;EVA FUENTES DE TON 00240;BENGOLEA  ;
;CORDOBA;3;99.028.226.001;FARMASALUD;BV 25 DE MAYO 00536;MORTEROS  ;
;CORDOBA;3;99.028.229.005;VILLA CABRERA;MONSEÑOR PABLO CAB 02217;CORDOBA   ;
;CORDOBA;3;99.028.231.001;PARQUE;AV GRAL SAN MARTIN 00875;PARQUE SIQ;
CORDOBA;CORDOBA;3;99.028.232.009;FARMADOSIS;AV COLON 03380;CORDOBA   ;X5003EFT
;CORDOBA;3;99.028.382.002;LOPEZ GASPAR;SALTA Y AMEGHINO 00208;BELL VILLE;
CORDOBA;CORDOBA;3;99.028.388.009;FARMA WILL;TUCUMAN 00369;CORDOBA   ;X5003DDU
;CORDOBA;3;99.028.393.009;VILLAVICENCIO GALLARA I;RUTA E 57 KM 16 00000;CORDOBA   ;
;CORDOBA;3;99.028.461.004;V + V;BELGRANO 00667;COLONIA VI;
CORDOBA;CORDOBA;3;99.028.463.000;FARMASER;DUARTE QUIROS 03046;CORDOBA   ;X5000RQW
CORDOBA;CORDOBA;3;99.028.464.008;LA ESTACION;RUTA NACIONAL 9  K 00784;VILLA DEL ;
;CORDOBA;3;99.028.466.003;VILLARRUEL;PUBLICA 00000;RAYO CORTA;
;CORDOBA;3;99.028.479.006;RICHARSON;LUCAS CORDOBA 00240;ALTA GRACI;
;CORDOBA;3;99.028.483.008;CIUDAD II;AV RICHIERI 02657;CORDOBA   ;
CORDOBA;CORDOBA;3;99.028.484.006;NUEVA DEL MARQUES;DIEGO DIAZ 00691;CORDOBA   ;X5000ECJ
;CORDOBA;3;99.028.499.004;COLINAS;ROMA 01826;CARLOS PAZ;
;CORDOBA;3;99.028.534.008;CENTRO;CORDOBA 00282;CANALS    ;
;CORDOBA;3;99.028.535.005;SORAYA;AV BELGRANO 00629;SANTA EUFE;
;CORDOBA;3;99.028.562.009;FARMASALUD;SAN MARTIN 00142;DEAN FUNES;
;CORDOBA;3;99.028.564.005;25 DE MAYO;SARMIENTO 01938;CRUZ DEL E;
;CORDOBA;3;99.028.565.002;CHAMPAQUI;CHAMPAQUI 00272;VILLA GRAL;
CORDOBA;CORDOBA;3;99.028.619.007;MAS SALUD;BV LOS GRANADEROS 01771;CORDOBA   ;X5004RSK
;CORDOBA;3;99.028.622.001;MOLINA LOBO;AV LATINOAMERICA 00740;SALDAN    ;
;CORDOBA;3;99.028.623.009;MAIPU;MAIPU 00450;CANALS    ;
CORDOBA;CORDOBA;3;99.028.625.004;FARMATEO;AV LAS MALVINAS 01653;CORDOBA   ;X5003PAJ
CORDOBA;CORDOBA;3;99.029.322.007;NUEVA ITALIA;MARCELO T DE ALVEA 01036;CORDOBA   ;X5003PQW
;CORDOBA;3;99.029.328.004;AMPAIA;9 DE JULIO 00425;MONTE MAIZ;
CORDOBA;CORDOBA;3;99.029.397.009;VALENTINI;PANAMA 02356;CORDOBA   ;X5000HLY
;CORDOBA;3;99.029.404.003;YPF ARMA;MONSEÑOR PABLO CAB 04650;CORDOBA   ;
CORDOBA;CORDOBA;3;99.029.447.002;IBIS;AV SABATTINI 03250;CORDOBA   ;X5004JGI
;CORDOBA;3;99.029.481.001;BERON;AV SAN MARTIN 03490;COLONIA CA;
CORDOBA;CORDOBA;3;99.029.482.009;BIO NOVA;DR LUIS AGOTE 02784;CORDOBA   ;X5001KGU
;CORDOBA;3;99.029.483.007;DEL CARMEN;BELGRANO 01103;VILLA DOLO;
;CORDOBA;3;99.029.484.005;EANDI;AV QUARANTA 00702;ETRURIA   ;
;CORDOBA;3;99.029.486.000;MANOCHIO II;CORDOBA 01426;MONTE MAIZ;
CORDOBA;CORDOBA;3;99.029.498.005;NUEVA DE LA VILLA;CONGRESO 05476;CORDOBA   ;X5003HVF
CORDOBA;CORDOBA;3;99.029.499.003;SANTA ISABEL;AV RENAULT 01916;CORDOBA   ;X5003QLS
CORDOBA;CORDOBA;3;99.029.500.008;FARMASUR;AV DE MAYO 01237;CORDOBA   ;X5003GYS
CORDOBA;CORDOBA;3;99.029.532.001;SALTA;REPUBLICA SIRIA 00602;CORDOBA   ;X5002KVA
CORDOBA;CORDOBA;3;99.029.535.004;ESPORA;ESPORA 01439;CORDOBA   ;X5000HTX
;CORDOBA;3;99.029.536.002;SAN CAYETANO;LOS ALPES 00631;LA PUERTA ;
;CORDOBA;3;99.029.538.008;ROVIRA;MENDOZA 02350;VILLA MARI;
;CORDOBA;3;99.029.551.001;EL MANZANO;JUAN D PERON 00000;EL MANZANO;
CORDOBA;CORDOBA;3;99.029.600.006;LIDER;AV GRAL PAZ 00258;CORDOBA   ;X5003ONK
;CORDOBA;3;99.029.602.002;GARRONE III;SARMIENTO 00971;ARROYITO  ;
;CORDOBA;3;99.029.603.000;VIADA;SANTA FE 00554;RIO SEGUND;
CORDOBA;CORDOBA;3;99.029.604.008;BRANDANA II;AV ARMADA ARGENTIN 01006;CORDOBA   ;X5002ROS
CORDOBA;CORDOBA;3;99.029.630.003;SIND 26 DE SEPTIEMBRE;DEAN FUNES 00272;CORDOBA   ;X5000CYC
CORDOBA;CORDOBA;3;99.029.647.007;LIDER 39;BELGRANO 00039;CORDOBA   ;X5000OAB
;CORDOBA;3;99.029.684.000;HOSPITAL ITALIANO MONTE BUEY;RIVADAVIA 00089;MONTE BUEY;
;CORDOBA;3;99.029.696.004;DE LA CIUDAD;MONSEÑOR PABLO CAB 02724;CORDOBA   ;
;CORDOBA;3;99.029.715.002;FARMA  SALUD;DUMESNIL 01111;CORDOBA   ;
CORDOBA;CORDOBA;3;99.029.737.006;KULINSKI II;DONATO ALVAREZ 09556;CORDOBA   ;X5003KHQ
;CORDOBA;3;99.029.741.008;DEL CENTRO DE JESUS MAR;TUCUMAN 00601;JESUS MARI;
;CORDOBA;3;99.029.776.004;DANIELA AINSTEIN;CORRIENTES 01299;VILLA MARI;
;CORDOBA;3;99.029.783.000;FARMA MAX;CAPDEVILA 01855;CORDOBA   ;
CORDOBA;CORDOBA;3;99.029.792.001;BUSSE GRAWITZ;REMEDIOS DE ESCALA 00189;CORDOBA   ;X5002KTF
CORDOBA;CORDOBA;3;99.029.794.007;MARCELO GROENDIJK;LUIS MARIA DRAGO 00594;CORDOBA   ;X5001BHQ
;CORDOBA;3;99.029.795.004;MOREO;BELGRANO Y TUCUMAN 00000;LEONES    ;
CORDOBA;CORDOBA;3;99.029.797.000;SAN FERNANDO;C BUNGE 03640;CORDOBA   ;X5005AZX
;CORDOBA;3;99.029.831.007;SAN CAYETANO;AV SAN MARTIN 02638;UNQUILLO  ;
;CORDOBA;3;99.029.837.004;FARMASALUD;AV SAN MARTIN 00585;HERNANDO  ;
;CORDOBA;3;99.029.838.002;CAVIGLIASSO;AV O HIGGINS 05980;CORDOBA   ;
;CORDOBA;3;99.029.839.000;DEL POTRERILLO;BARTOLOME JAIME 00000;POTRERILLO;
CORDOBA;CORDOBA;3;99.029.840.008;NEOFARMA;CASEROS 02301;CORDOBA   ;X5005BXM
CORDOBA;CORDOBA;3;99.029.841.006;SARMIENTO IV;AV EJERCITO ARG 06820;CORDOBA;X5003SVY
CORDOBA;CORDOBA;3;99.029.855.006;ANTA;IGUALDAD 05713;CORDOBA   ;X5000RXP
;CORDOBA;3;99.029.856.004;FARMADINO EXPRESS;AGUSTIN GARZON 01252;CORDOBA;
;CORDOBA;3;99.029.857.002;DEL CRUCERO;C DE AGUERO 00099;ALTA GRACI;
CORDOBA;CORDOBA;3;99.029.860.006;EL BOTICARIO;AV PUEYRREDON 02355;CORDOBA   ;X5001DXF
;CORDOBA;3;99.029.861.004;ROSSO;BV BELGRANO 00476;LA PUERTA ;
;CORDOBA;3;99.029.892.009;ALEM;CINCUENTENARIO 00355;DEVOTO    ;
;CORDOBA;3;99.029.906.007;CORTONA II;GRAL PAZ 00394;LA LAGUNA ;
;CORDOBA;3;99.029.922.004;LA FRANCE;TALAVERA DE MADRID 03695;CORDOBA   ;
;CORDOBA;3;99.029.923.002;FIOLONE;ESTRADA 00014;CARLOS PAZ;
;CORDOBA;3;99.029.934.009;A.M.E.C. LAS ROSAS;URUGUAY 01199;GRAL CABRE;
CORDOBA;CORDOBA;3;99.029.935.006;MIRACOLI;CONSTANCIO VIGIL 01497;CORDOBA   ;X5000AJL
CORDOBA;CORDOBA;3;99.029.943.000;FARMACITY 101 -SUC PEATONAL;9 DE JULIO 00336;CORDOBA   ;X5002TMO
;CORDOBA;3;99.029.947.001;ALTA GRACIA;SAN MARTIN 00198;ALTA GRACI;
;CORDOBA;3;99.029.949.007;WAL MART IV;AV CIRCUNVALACION 02200;CORDOBA   ;
;CORDOBA;3;99.029.956.002;DEL VALLE;MAIPU 00872;SANTA ROSA;
;CORDOBA;3;99.029.957.000;SALUD;VAZQUEZ MACEDZ 00456;CORDOBA   ;
;CORDOBA;3;99.029.958.008;GANDHI;L 18 MZA 100 U GAN 00000;CORDOBA   ;
CORDOBA;CORDOBA;3;99.029.994.003;SANTA LUCIA;JERONIMO CABRERA 00601;CORDOBA   ;X5000TFN
;CORDOBA;3;99.030.014.007;CANALS;SAN MARTIN 00140;CANALS    ;
;CORDOBA;3;99.030.027.009;LA NUEVA;ARTURO ILLIA 02405;COLONIA TI;
;CORDOBA;3;99.030.044.004;BERTOLDI SUR;MARIANO MORENO 00302;MONTE BUEY;
;CORDOBA;3;99.030.089.009;SOCIAL ATILRA POZO DEL MOLLE;LIBERTAD 00181;POZO DEL M;
CORDOBA;CORDOBA;3;99.030.140.000;DEL BOTANICO;CHANCAY 00187;CORDOBA   ;X5005DLQ
;CORDOBA;3;99.030.163.002;AGUDIN;BV SARMIENTO 00269;CORDOBA   ;
;CORDOBA;3;99.030.171.005;RIVADAVIA;RIVADAVIA 00016;INRIVELLE ;
;CORDOBA;3;99.030.172.003;GROSSO;GARIBALDI 00769;SAN FRANSI;
;CORDOBA;3;99.030.173.001;VITALIS;9 DE JULIO 00399;ARROYITO  ;
;CORDOBA;3;99.030.218.004;MIRATS;BV COLON 01167;BELL VILLE;
;CORDOBA;3;99.030.224.002;ARAUS;SAN MARTIN 00425;NOETINGER ;
CORDOBA;CORDOBA;3;99.030.226.007;YORIO SEBASTIAN;OCTAVIO PINTO 03126;CORDOBA   ;X5003PZS
;CORDOBA;3;99.030.235.008;ANTAR II;SARMIENTO 01038;RIO SEGUND;
;CORDOBA;3;99.030.269.007;N M FARMACIA;SAN MARTIN 00881;SACANTA;
;CORDOBA;3;99.030.272.001;CENTRAL;GARCIA MONTAÑO 00234;LA PLAYOSA;
CORDOBA;CORDOBA;3;99.030.296.000;RIGOUSTE;C GAUSS 05500;CORDOBA   ;X5005BFH
;CORDOBA;3;99.030.311.007;MONDINO;AV SAN MARTIN 00059;CARLOS PAZ;
CORDOBA;CORDOBA;3;99.030.329.009;NUEVA ARGENTINA;CORTES 00754;CORDOBA   ;X5000TGU
CORDOBA;CORDOBA;3;99.030.336.004;OCTUBRE;JOSE JAVIER DIAZ 00387;CORDOBA   ;X5004RMO
;CORDOBA;3;99.030.366.001;SAN ISIDRO ONCATIVO;JUAN JOSE PASO 00072;ONCATIVO  ;
;CORDOBA;3;99.030.367.009;PILATTI II;NUEVO MINDO 00993;CORDOBA   ;
CORDOBA;CORDOBA;3;99.030.370.003;SAN MARTIN;SAN MARTIN 01433;CRUZ ALTA ;X2189BOY
;CORDOBA;3;99.030.409.009;DEL CARMEN 2;FELIPE ERAMAN 00165;VILLA DOLO;
;CORDOBA;3;99.030.412.003;MAGARIO;ITALIA 01167;DEVOTO    ;
;CORDOBA;3;99.030.413.001;FARMACIA PRIMO;LEANDRO N ALEM 00389;CHIPION   ;
;CORDOBA;3;99.030.414.009;FARMALYS;SAN MARTIN 00172;VALLE HERM;
;CORDOBA;3;99.030.415.006;MASERA;BELGRANO 00964;CALCHIN   ;
CORDOBA;CORDOBA;3;99.030.427.001;CAMI FARMACIA;BELGRANO 02261;SAN FRANCI;X2400KIR
;CORDOBA;3;99.030.428.009;TORRES;PTE PERON 01258;CARLOS PAZ;
CORDOBA;CORDOBA;3;99.030.429.007;DIFARMA SALUD II;ALTOLAGUIRRE 02660;CORDOBA   ;X5000LGC
;CORDOBA;3;99.030.448.007;SELMA;VELEZ SARSFIELD 00782;DESPEÑADER;
CORDOBA;CORDOBA;3;99.030.469.003;NEXO PHARMA;M T DE ALVEAR 00802;CORDOBA   ;X5003PRA
CORDOBA;CORDOBA;3;99.030.473.005;FARMACITY 109 SUC CERRO II;AV RAFAEL NUÑEZ 03660;CORDOBA   ;X5003QGG
;CORDOBA;3;99.030.475.000;LA CRUZ ROJA;SAN MARTIN 00588;LAS PERDIC;
;CORDOBA;3;99.030.476.008;PORTAL DEL SOL;MORENO 00202;DEVOTO    ;
;CORDOBA;3;99.030.479.002;ELESE;25 DE MAYO 00593;FREYRE    ;
CORDOBA;CORDOBA;3;99.030.482.006;SUQUIA II;ESCALADA MANUEL 03487;CORDOBA   ;X5001MGZ
CORDOBA;CORDOBA;3;99.030.483.004;DE LA REGIONAL;CORRIENTES 00245;SAN FRANCI;X2400BHH
CORDOBA;CORDOBA;3;99.030.484.002;HNOS PERALTA PORCEL;BV LOS GRANADEROS 02586;CORDOBA   ;X5004RTV
;CORDOBA;3;99.030.485.009;EL CONDOR III;9 DE JULIO 00096;DEAN FUNES;
;CORDOBA;3;99.030.486.007;ALEGIO;GUEMES 00314;LA PAQUITA;
CORDOBA;CORDOBA;3;99.030.511.002;LIDER ONCATIVO;ONCATIVO 01358;CORDOBA   ;X5002AOG
CORDOBA;CORDOBA;3;99.030.524.005;LA ESQUINA;AV LA CORDILLERA 04705;CORDOBA   ;X5004CJR
;CORDOBA;3;99.030.530.002;FARMAPLUS;AV SAN MARTIN 04381;RIOCEBALLO;
CORDOBA;CORDOBA;3;99.030.533.006;BOSQUE CARLOS;AV COLON 00098;CORDOBA   ;X5003DEP
;CORDOBA;3;99.030.534.004;DEL SOL;AVDA SAN MARTIN 05017;RIO CEBALO;
;CORDOBA;3;99.030.578.001;HANIEWICZ III;AV SAN MARTIN 00000;CORDOBA   ;
;CORDOBA;3;99.030.585.006;BIOFARMA;BV ITALIA  00299;VILLA MARI;
;CORDOBA;3;99.030.586.004;DEL VALLE;CARLOS AVETTA 00165;A ROCA    ;
;CORDOBA;3;99.030.588.000;DEL PUEBLO DE BENGOLEA;25 DE MAYO 00143;BENGOLEA  ;
CORDOBA;CORDOBA;3;99.030.617.007;DE LA MATERNIDAD;AGUSTIN GARZON 01607;CORDOBA;X5005AGG
;CORDOBA;3;99.030.618.005;DEL HOSPITAL ITALIANO CERRO;RAFAEL NUÑEZ 03672;CORDOBA   ;
CORDOBA;CORDOBA;3;99.030.619.003;DEL HOSPITAL ITALIANO ROMA;ROMA 00550;CORDOBA   ;X5002NES
;CORDOBA;3;99.030.649.000;CASEROS;CASEROS 00675;SANTA ROSA;
;CORDOBA;3;99.030.652.004;DEL LOURDES;SAN MARTIN 00061;RIO PRIMER;
;CORDOBA;3;99.030.687.000;LUIS PASTEUR;MENDOZA 01767;VILL MARIA;
;CORDOBA;3;99.030.690.004;FARM SOCIAL MARCOS JUAREZ;SAN MARTIN 00886;MAR JUAREZ;
CORDOBA;CORDOBA;3;99.030.704.003;NUCCIO;AGUSTIN GARZON 04007;CORDOBA   ;X5005BFC
CORDOBA;CORDOBA;3;99.030.705.000;DIAMED;AV REV DE MAYO 01849;CORDOBA   ;X5002LDD
CORDOBA;CORDOBA;3;99.030.719.001;IL FARMA;FUERZA AEREA 03351;CORDOBA   ;X5003ODT
;CORDOBA;3;99.030.724.001;NUEVA MARQUEZ;CORNELIO SAAVEDRA 03681;CORDOBA   ;
;CORDOBA;3;99.030.725.008;FLORES III;ITALIA 00702;J MARIA   ;
;CORDOBA;3;99.030.727.004;SANTA CRUZ DEL LAGO;AV ARGENTINA 00345;STA CRUZ  ;
;CORDOBA;3;99.030.732.004;LAS CRUCECITAS;SAENZ PEÑA 00127;DEAN FUNES;
;CORDOBA;3;99.030.733.002;CENTRO MEDICO;RAMON J CARCANO 00168;VILLA DOLO;
;CORDOBA;3;99.030.765.004;FARMAVITA;BV CEBALLOS 00471;CORDOBA   ;
;CORDOBA;3;99.030.779.005;DANIELA ROSSINI;MZNA 13 CASA 1 00000;CORDOBA   ;
CORDOBA;CORDOBA;3;99.030.781.001;DEL LIBERTADOR;RIO NEGRO 05344;CORDOBA   ;X5002MDY
CORDOBA;CORDOBA;3;99.030.782.009;MCM FARMA;FRANCISCO ZELDA 01329;CORDOBA   ;X5002OLV
CORDOBA;CORDOBA;3;99.030.783.007;HUERTA GRANDE VANTAGE;SAN MARTIN 00799;CORDOBA   ;X5001BUF
CORDOBA;CORDOBA;3;99.030.833.000;ARGENTINA;25 DE MAYO 00279;CORDOBA   ;X5000NCN
;CORDOBA;3;99.030.834.008;PRESOTTI;TUCUMAN 00201;EL ARAÑADO;
;CORDOBA;3;99.030.835.005;DEL BOULEVARD;B SAENZ PEÑA 00742;CORDOBA   ;
CORDOBA;CORDOBA;3;99.030.837.001;MACELLARI;SAN MARTIN 00301;CORDOBA   ;X5001BTV
;CORDOBA;3;99.030.838.009;CRAVERO;HAITI 00392;CORDOBA   ;
;CORDOBA;3;99.030.869.004;FARMA VIDA VII;RUTA 158 KM 00155;VILLAMARIA;
CORDOBA;CORDOBA;3;99.030.880.001;HP FARMA X;AV VELEZ SARSFIELD 00361;CORDOBA   ;X5003RDV
CORDOBA;CORDOBA;3;99.030.884.003;MAESTRO VIDAL;LOS PLATANOS 01700;CORDOBA   ;X5003LYG
;CORDOBA;3;99.030.885.000;SALUD VITAL;JUAN B JUSTO 00568;CORDOBA   ;
CORDOBA;CORDOBA;3;99.030.886.008;CAMPRA;TUCUMAN 00232;CORDOBA   ;X5003DDR
;CORDOBA;3;99.030.910.006;PARQUE NORTE;INDEPENDENCIA 01205;V MARIA   ;
;CORDOBA;3;99.030.932.000;MONICA ACOSTA;HIPOLITO IRIGOYEN 01599;CORDOBA   ;
CORDOBA;CORDOBA;3;99.030.933.008;MORA;RECTA MARTINOLI 07850;CORDOBA   ;X5002KRC
CORDOBA;CORDOBA;3;99.030.934.006;PROVIDA;AV SAN MARTIN 01660;CORDOBA   ;X5003NTP
;CORDOBA;3;99.030.936.001;SAN FRANCISCO;TTE GRAL LONARDI 00000;SAN AGUSTI;
CORDOBA;CORDOBA;3;99.030.937.009;FARMALLEZA;SOL DE MAYO 01204;CORDOBA   ;X5003ACN
CORDOBA;CORDOBA;3;99.030.939.005;PHARMACO;SAN MARTIN 00147;CORDOBA   ;X5001BTN
CORDOBA;CORDOBA;3;99.030.940.003;RYGUES II;LEARTES 02334;CORDOBA   ;X5001HUA
CORDOBA;CORDOBA;3;99.030.941.001;RYGUES;PARRAVICINI 02606;CORDOBA   ;X5000KCC
;CORDOBA;3;99.030.942.009;GHIGO CECCHI;ROQUE SANEZ PEÑA 00092;CORDOBA   ;
CORDOBA;CORDOBA;3;99.030.943.007;DEL PASAJE;LUIS MORENO 00062;CORDOBA   ;X5001NXG
CORDOBA;CORDOBA;3;99.030.947.008;MINA CLAVERO;BELGRANO 00338;V DOLORES;X5870EFW
;CORDOBA;3;99.030.957.007;ASOC MUT GRAL CABRERA;BV ESPAÑA 00583;GRAL CABRE;
;CORDOBA;3;99.030.975.009;ALLADIO;TUCUMAN 00557;IDIAZABAL;
;CORDOBA;3;99.030.983.003;FARMACITY 131 LA CAÑADA;LAVALLEJA 00034;CORDOBA   ;
;CORDOBA;3;99.030.988.002;PONTE IV;JCAFRUNE Y VEGA 00000;RIO TERC  ;
;CORDOBA;3;99.030.989.000;EMERCO;SAUL MOYANO 00253;LA CALERA ;
;CORDOBA;3;99.030.990.008;PINTO RAVIOLO;AV BELGRANO 00000;CORDOBA   ;
CORDOBA;CORDOBA;3;99.030.991.006;PLAZA;ALTE BROWN 00496;CORDOBA   ;X5000PBS
;CORDOBA;3;99.030.992.004;CENTRAL;TRISTAN CORNEJO 00096;BALNEARIO ;
;CORDOBA;3;99.030.993.002;PLAYAS DE ORO;MADRID 00262;V C PAZ   ;
